name	time	frame	height	yaw	pitch	roll	length	lat	lon	east	north	zone.number	zone.letter	image_x	image_y	start_east	start_north	end_east	end_north	heading	project	sensor	surface_event	printID
20240730021A	2024-08-06 07:20:02.800000	1972	78.8	262	-56	0	NA	-20.9947423186852	55.1789544539954	310710.420497107	7677356.23551461	40	K	1505.32	503.71	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	1
20240730021A	2024-08-06 07:20:07.800000	2120	78.8	260.7	-56	0	NA	-20.9947871168733	55.1788875691153	310703.522859848	7677351.19648681	40	K	1521.29	558.87	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	2
20240730021A	2024-08-06 07:20:14.600000	2323	78.7	263.5	-62.3	0	NA	-20.9947775539443	55.178890788927	310703.845568203	7677352.25905549	40	K	1528.55	473.23	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	3
20240730021A	2024-08-06 07:20:22	2546	78.9	266.3	-63.1	0	NA	-20.9947587037692	55.1788893044111	310703.667446208	7677354.34428527	40	K	1551.77	496.45	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	4
20240730021A	2024-08-06 07:20:40.800000	3109	84.6	296.1	-66.9	0	NA	-20.994725740884	55.1789946341687	310714.577192782	7677358.11850549	40	K	1424.03	497.9	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	5
20240730023A	2024-08-06 07:20:40.200000	3091	84.6	296.1	-66.9	0	NA	-20.9945467679265	55.1790694869543	310722.134066755	7677378.02205819	40	K	1683.87	477.58	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	1
20240730023A	2024-08-06 07:20:48.400000	3336	84.6	296.1	-59.8	0	NA	-20.9945488171933	55.1790093263376	310715.881638806	7677377.723926	40	K	1624.35	557.42	NA	NA	NA	NA	NA	Aug-6th-2024-11-18AM-Flight-Airdata	RGB	1	2
20240731003J	2024-07-31 04:48:26	2040	84.1	311.6	-46.1	0	NA	-21.0412420264851	55.1962444948919	312566.238218969	7672228.44749084	40	K	1529.98	560.09	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	1
20240731003J	2024-07-31 04:48:34.200000	2281	84.6	311.6	-74.5	0	NA	-21.0414022760493	55.196117967291	312553.287722408	7672210.55687275	40	K	1406.02	404.41	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	2
20240731003J	2024-07-31 04:48:58.800000	3018	83.9	265.8	-88	0	NA	-21.0416366546359	55.1957427138718	312514.577887421	7672184.16672582	40	K	1062.89	463.75	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	3
20240731003J	2024-07-31 04:51:33.800000	7664	83.7	187	-43.1	0	NA	-21.043827058024	55.194985298962	312438.597455635	7671940.76707034	40	K	1414.3	656.74	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	1
20240731003J	2024-07-31 04:51:37.600000	7781	83.8	187	-43.1	0	NA	-21.0438569393124	55.1949687691323	312436.916832429	7671937.43934082	40	K	1417.18	630.82	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	2
20240731003J	2024-07-31 04:51:47.800000	8086	83.8	186.6	-52.3	0	NA	-21.043971377916	55.1949401532865	312434.085967841	7671924.73568654	40	K	1427.26	414.78	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	3
20240731003J	2024-07-31 04:54:37.800000	13178	83.8	323.5	-90	0	NA	-21.0460877463244	55.1955123407591	312496.208218344	7671691.09624115	40	K	1397.9	432.58	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	1
20240731003J	2024-07-31 04:54:46.800000	13453	83.8	312.2	-90	0	NA	-21.0461271640912	55.1954429333193	312489.04370674	7671686.65050883	40	K	1294.84	483.39	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	2
20240731003J	2024-07-31 04:54:55.400000	13706	83.7	332	-90	0	NA	-21.0463105466625	55.1954689600542	312491.978520267	7671666.37803079	40	K	1172.9	685.16	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	3
20240731003J	2024-07-31 04:54:59.400000	13830	83.7	345.7	-89.9	0	NA	-21.0464374515911	55.1954848547648	312493.789508784	7671652.34652385	40	K	1177.26	823.06	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	4
20240731003J	2024-07-31 04:55:10.200000	14152	83.7	351	-89.9	0	NA	-21.046591626458	55.1954713486486	312492.57887927	7671635.26126853	40	K	1203.39	801.29	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	5
20240731003J	2024-07-31 04:55:21	14476	83.7	351	-89.9	0	NA	-21.0467170359119	55.195427330488	312488.160951937	7671621.32487511	40	K	1255.65	770.81	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	6
20240731003J	2024-07-31 04:55:30.600000	14761	83.8	306.8	-90	0	NA	-21.0466042809169	55.1952686730122	312471.529632643	7671633.62188354	40	K	982.74	622.74	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	7
20240731003J	2024-07-31 04:58:16.800000	19746	83.8	181.3	-61.1	0	NA	-21.0488411036718	55.1944050222734	312384.569864734	7671384.95734221	40	K	1500.97	258.39	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	4	1
20240731003J	2024-07-31 04:58:33.600000	20248	83.8	182.2	-45.9	0	NA	-21.0490547152674	55.1943411948669	312378.203840577	7671361.23234118	40	K	1454.52	406.45	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	4	2
20240731003J	2024-07-31 04:59:43.400000	22340	83.8	179.4	-70.8	0	NA	-21.0499412362276	55.1946359939629	312409.954488527	7671263.42856832	40	K	1477.74	555.97	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	5	1
20240731003J	2024-07-31 05:00:06.400000	23027	83.8	179.4	-89.9	0	NA	-21.0501824953834	55.194697580284	312416.657720921	7671236.7901609	40	K	1429.84	405	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	5	2
20240731003J	2024-07-31 05:00:16.400000	23330	83.9	168.8	-90	0	NA	-21.0503274402061	55.194719421118	312419.109370001	7671220.7683741	40	K	1457.51	270.76	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	5	3
20240731003J	2024-07-31 04:51:59.400000	8436	83.8	186.6	-66.1	0	NA	-21.0441087187587	55.1949577413538	312436.086089422	7671909.55076999	40	K	1456.07	283.72	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	6	1
20240731003J	2024-07-31 04:52:11.600000	8797	83.8	186.6	-90	0	NA	-21.0442914551946	55.1949829531432	312438.935468538	7671889.34887602	40	K	1513.68	197.31	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	6	2
20240731003J	2024-07-31 04:52:18.400000	9004	83.8	239.7	-89.9	0	NA	-21.0441233265984	55.1951219481288	312453.171513262	7671908.12660288	40	K	1139.22	220.35	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	6	3
20240731004A	2024-07-31 04:48:24.200000	1987	84	320.8	-46.1	0	NA	-21.0414292103215	55.1962804716125	312570.211912817	7672207.76584965	40	K	1230.65	473.22	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	1
20240731004A	2024-07-31 04:48:34.800000	2300	84.6	311.6	-74.5	0	NA	-21.0415894689389	55.1960209494803	312543.438191688	7672189.71791679	40	K	1112.35	486.2	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	2
20240731004A	2024-07-31 04:48:41.800000	2511	84.6	301.3	-85.4	0	NA	-21.0416597861838	55.1959180375863	312532.829727746	7672181.81182832	40	K	1008.47	523.71	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	1	3
20240731004A	2024-07-31 04:54:42.800000	13331	83.8	323.5	-90	0	NA	-21.0461716040955	55.1956073377659	312506.186805094	7671681.92368834	40	K	1434.08	607.39	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	1
20240731004A	2024-07-31 04:54:55.800000	13719	83.7	333.6	-89.9	0	NA	-21.0463450202879	55.1955746769457	312503.009410902	7671662.68562081	40	K	1297.02	789.18	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	2
20240731004A	2024-07-31 04:55:05.600000	14016	83.7	351	-89.9	0	NA	-21.0465553850616	55.1955801735884	312503.844207039	7671639.40168293	40	K	1346.07	893.05	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	3
20240731004A	2024-07-31 04:55:20.800000	14472	83.7	351	-90	0	NA	-21.0467625073225	55.1955220910573	312498.066846561	7671616.4019729	40	K	1385.02	852.66	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	4
20240731004A	2024-07-31 04:55:29.600000	14735	83.8	306.8	-89.9	0	NA	-21.0466532439913	55.1953683629501	312481.952248172	7671628.31821019	40	K	1011.36	780.52	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	5
20240731004A	2024-07-31 04:55:48.400000	15295	83.8	306.8	-90	0	NA	-21.0469047719305	55.1952842108537	312473.521018735	7671600.37148215	40	K	1115.23	731.47	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	6
20240731004A	2024-07-31 04:55:55.600000	15511	83.8	306.8	-90	0	NA	-21.0470146391086	55.195257002894	312470.830810897	7671588.17560576	40	K	1175.83	779.08	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	2	7
20240731004A	2024-07-31 05:00:05.600000	23005	83.8	179.4	-89.9	0	NA	-21.0501967562816	55.194765539984	312423.738821462	7671235.2912362	40	K	1328.76	382.32	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	1
20240731004A	2024-07-31 05:00:24.600000	23576	83.8	164	-90	0	NA	-21.0505304104328	55.1948113134485	312428.914360337	7671198.40475959	40	K	1441.29	193.33	NA	NA	NA	NA	NA	Jul-31st-2024-08-40AM-Flight-Airdata	RGB	3	2
20240731006A	2024-07-31 06:26:27	23495	77.6	255.6	-87.9	0	NA	-21.0547488269003	55.1951228562722	312466.580515949	7670731.73160938	40	K	1370.6	266.91	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	1
20240731006A	2024-07-31 06:26:33.600000	23694	77.5	275.4	-90	0	NA	-21.054738028971	55.1952061035026	312475.218815422	7670733.0250405	40	K	1359.06	457.35	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	2
20240731006A	2024-07-31 06:26:39.400000	23867	77.6	275.4	-89.9	0	NA	-21.0547386582861	55.1951693496211	312471.399795924	7670732.91212421	40	K	1348.96	408.29	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	3
20240731006A	2024-07-31 06:26:44.200000	24014	77.6	275.4	-89.9	0	NA	-21.0547338538131	55.1951405649448	312468.402200454	7670733.41018232	40	K	1351.84	365.01	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	4
20240731006A	2024-07-31 06:26:49.800000	24179	77.6	264.9	-89.9	0	NA	-21.0547336924055	55.1950516939906	312459.165694049	7670733.32348798	40	K	1389.35	304.42	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	5
20240731006A	2024-07-31 06:26:51.200000	24222	77.7	264.9	-89.9	0	NA	-21.0547210158568	55.1950368077831	312457.602690219	7670734.70945006	40	K	1376.37	284.22	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	1
20240731006A	2024-07-31 06:26:56	24364	77.7	264.9	-90	0	NA	-21.0547425911445	55.1949813842666	312451.869601449	7670732.25553943	40	K	1324.43	238.05	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	2
20240731006A	2024-07-31 06:27:00.400000	24497	77.7	264.9	-89.9	0	NA	-21.0547449346348	55.1949536519689	312448.990338232	7670731.96344927	40	K	1327.32	315.96	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	3
20240731007A	2024-07-31 06:26:20.800000	23313	77.6	252.9	-70.5	0	NA	-21.0546122031724	55.1951766273852	312471.997677944	7670746.92109832	40	K	1504.77	248.15	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	1
20240731007A	2024-07-31 06:26:26.800000	23488	77.6	255.6	-87.9	0	NA	-21.0546666077375	55.1950540006972	312459.321342804	7670740.75344628	40	K	1527.86	181.78	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	2
20240731007A	2024-07-31 06:26:32	23645	77.5	275.4	-90	0	NA	-21.0546514975232	55.1951515809363	312469.443863588	7670742.54117677	40	K	1496.12	363.57	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	3
20240731007A	2024-07-31 06:26:37	23794	77.6	275.4	-89.9	0	NA	-21.054637622843	55.1951175660683	312465.89132693	7670744.03728422	40	K	1510.54	315.96	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	4
20240731007A	2024-07-31 06:26:45	24033	77.7	275.4	-90	0	NA	-21.0546226336857	55.1950740690936	312461.351922385	7670745.64562312	40	K	1526.41	248.15	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	5
20240731007A	2024-07-31 06:26:52	24244	77.7	264.9	-90	0	NA	-21.0546102327102	55.194977245148	312451.273516624	7670746.90466485	40	K	1549.5	209.2	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	1	6
20240731007A	2024-07-31 06:26:55	24335	77.7	264.9	-89.9	0	NA	-21.0546135936387	55.1949572939228	312449.204209012	7670746.50908545	40	K	1543.73	184.67	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	1
20240731007A	2024-07-31 06:27:02.400000	24556	77.6	264.9	-89.9	0	NA	-21.0546123608038	55.1949122036904	312444.516459181	7670746.592521	40	K	1558.15	278.45	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	2
20240731007A	2024-07-31 06:27:07.800000	24721	77.1	266.2	-90	0	NA	-21.0546152787492	55.1948927871348	312442.502164352	7670746.24661453	40	K	1555.27	310.19	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	3
20240731007A	2024-07-31 06:27:12.200000	24854	77.4	265.4	-90	0	NA	-21.0546113309016	55.1948609935765	312439.192927444	7670746.64628616	40	K	1562.48	272.68	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	4
20240731007A	2024-07-31 06:27:14.800000	24930	77.5	262.7	-88.3	0	NA	-21.0546081124348	55.1947938504566	312432.210742739	7670746.92360587	40	K	1497.56	235.17	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	5
20240731007A	2024-07-31 06:27:17.400000	25004	77.5	262.7	-70.2	0	NA	-21.0545976659739	55.1948009290588	312432.933322591	7670748.08851041	40	K	1494.67	601.62	NA	NA	NA	NA	NA	Jul-31st-2024-10-12AM-Flight-Airdata	RGB	2	6
20240805005A	2024-08-05 12:56:03.900000	15429	81.6	180.3	-89.9	0	NA	-21.2074109472607	55.2782889464066	321292.983909111	7653925.84366228	40	K	1401.34	357.18	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	1
20240805005A	2024-08-05 12:56:10.700000	15637	81.6	175.6	-90	0	NA	-21.2075258976676	55.2783577621646	321300.266696767	7653913.19488832	40	K	1409.98	388.86	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	2
20240805005A	2024-08-05 12:56:17.100000	15826	81.7	156.9	-90	0	NA	-21.2076765968324	55.2784114914886	321306.026245211	7653896.57124422	40	K	1464.71	309.65	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	3
20240805005A	2024-08-05 12:56:28.900000	16183	81.4	156.9	-90	0	NA	-21.2077806315479	55.2785617758461	321321.753871107	7653885.22292828	40	K	1412.86	446.47	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	4
20240805005A	2024-08-05 12:56:41.500000	16561	81.6	185.2	-89.9	0	NA	-21.2077541273452	55.2785858166587	321324.217865367	7653888.18441252	40	K	1381.17	352.85	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	5
20240805006J	2024-08-05 12:54:48.100000	13159	81.9	151.2	-84	0	NA	-21.2067536832188	55.2775672971118	321217.271139404	7653997.79625544	40	K	1470.47	460.87	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	1
20240805006J	2024-08-05 12:54:57.100000	13432	82.1	173.6	-89.9	0	NA	-21.206725281646	55.2776943676247	321230.4293836	7654001.08416786	40	K	1526.64	469.51	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	2
20240805006J	2024-08-05 12:55:05.700000	13687	82.1	175.8	-89.9	0	NA	-21.2068305681362	55.2776921078649	321230.321564423	7653989.42507327	40	K	1538.16	298.13	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	3
20240805006J	2024-08-05 12:55:15.100000	13970	81.9	175.8	-90	0	NA	-21.2069189706515	55.2778484460491	321246.659014962	7653979.8143381	40	K	1506.47	499.76	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	4
20240805006J	2024-08-05 12:55:24.700000	14257	81.9	168.7	-89.9	0	NA	-21.2070724990993	55.2779395474252	321256.301996215	7653962.91966847	40	K	1450.31	403.26	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	5
20240805006J	2024-08-05 12:55:37.100000	14628	81.8	153.6	-90	0	NA	-21.2072761229536	55.2781378711062	321277.13704069	7653940.59985732	40	K	1389.82	391.74	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	6
20240805006J	2024-08-05 12:55:44.700000	14854	81.8	145.6	-89.9	0	NA	-21.2074119764158	55.2782075128109	321284.530761077	7653925.63779004	40	K	1422.94	358.62	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	7
20240805006J	2024-08-05 12:55:54.900000	15162	81.8	171.9	-89.9	0	NA	-21.2073323842236	55.2782633921802	321290.236305823	7653934.5127321	40	K	1402.78	433.51	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	8
20240805006J	2024-08-05 12:55:59.100000	15286	81.7	180.3	-89.9	0	NA	-21.2073325140458	55.2782755716535	321291.500928377	7653934.51210855	40	K	1362.45	373.02	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	9
20240805006J	2024-08-05 12:56:07.700000	15546	81.5	180.3	-90	0	NA	-21.2074313282996	55.2783870479632	321303.193287703	7653923.69796738	40	K	1353.81	496.88	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	10
20240805006J	2024-08-05 12:56:14.700000	15757	81.7	156.9	-89.9	0	NA	-21.2076315826936	55.2784345813035	321308.369225486	7653901.5809404	40	K	1395.58	344.21	NA	NA	NA	NA	NA	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	11
20240806001A	2024-08-06 06:32:43.700000	10254	91.4	308.7	-44.4	0	NA	-20.996700230546	55.1776021188148	310572.287029917	7677137.86384587	40	K	1433.02	538.64	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1
20240806001A	2024-08-06 06:33:12.700000	11127	90.2	311.6	-46.3	0	NA	-20.9965576422483	55.1774182864645	310552.993900816	7677153.4325382	40	K	1388.38	361.5	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	2
20240806001A	2024-08-06 06:34:01.500000	12590	90.6	303	-42.9	0	NA	-20.9967565948894	55.1768363465758	310492.740509887	7677130.71559536	40	K	1399.9	368.7	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	3
20240806002A	2024-08-06 06:32:46.100000	10325	91.4	311.6	-44.4	0	NA	-20.9965253342098	55.1775781676758	310569.576057989	7677157.19903339	40	K	1457.03	446.15	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1
20240806002A	2024-08-06 06:32:58.700000	10703	90.1	311.6	-44.4	0	NA	-20.9964844162724	55.1774486421699	310556.057565302	7677161.57570824	40	K	1444.64	384.52	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	2
20240806002A	2024-08-06 06:33:08.700000	11007	90.2	311.6	-46.3	0	NA	-20.9964038166366	55.1773764318353	310548.44806649	7677170.41366317	40	K	1433.87	299.22	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	3
20240806004A	2024-08-06 06:36:59.100000	17912	90.7	354.3	-57.1	0	NA	-20.9926417861983	55.1752506417963	310322.673961475	7677584.4041283	40	K	1322.13	542.96	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1
20240806004A	2024-08-06 06:37:08.100000	18182	90.6	341.4	-57.1	0	NA	-20.9925874867239	55.1750974699293	310306.679546821	7677590.23410195	40	K	1428.7	566.01	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	2
20240806004A	2024-08-06 06:37:15.900000	18413	90.6	347.8	-57.1	0	NA	-20.992587925482	55.1751095795679	310307.939181682	7677590.19989647	40	K	1362.45	531.44	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	3
20240806004A	2024-08-06 06:37:23.100000	18629	90.5	347.8	-57.1	0	NA	-20.992548763105	55.1751187528709	310308.843471212	7677594.54663261	40	K	1375.41	496.88	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	4
20240806004A	2024-08-06 06:37:39.500000	19122	90.6	346	-58.9	0	NA	-20.9924547332377	55.1751344533865	310310.357082283	7677604.97575064	40	K	1422.94	396.06	NA	NA	NA	NA	NA	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	5
20240809002A	2024-08-09 12:24:58.200000	1204	70.7	262.5	-49	0	NA	-21.2040877906555	55.2764492864634	321097.986910536	7654291.68127449	40	K	1481.69	601.62	NA	NA	NA	NA	NA	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	1
20240809002A	2024-08-09 12:25:07.600000	1487	70.4	291	-83.7	0	NA	-21.2042054535583	55.2765164671981	321105.103508095	7654278.73041418	40	K	1519.2	504.96	NA	NA	NA	NA	NA	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	2
20240809002A	2024-08-09 12:25:20	1858	70.4	256.6	-83.7	0	NA	-21.2041020093606	55.2763710089721	321089.877134053	7654290.01863206	40	K	1812.07	541.03	NA	NA	NA	NA	NA	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	3
20240809002A	2024-08-09 12:25:30	2156	70.4	310.9	-83.7	0	NA	-21.2040772541358	55.2766191783705	321115.612698676	7654293.03976101	40	K	1656.26	230.84	NA	NA	NA	NA	NA	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	4
20240809004A	2024-08-09 12:50:22.100000	23829	70.8	132.7	-89.9	0	NA	-21.2054563771147	55.2780020052919	321260.840567393	7654141.91524954	40	K	1457.16	434.26	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	1
20240809004A	2024-08-09 12:50:27.900000	23997	70.6	128.4	-89.9	0	NA	-21.2056049563627	55.2780501327439	321266.016072757	7654125.51999173	40	K	1490.34	478.99	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	2
20240809004A	2024-08-09 12:50:31.100000	24098	70.7	128.8	-90	0	NA	-21.2056928105277	55.2780165066937	321262.630764641	7654115.75546657	40	K	1460.05	504.96	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	3
20240809004A	2024-08-09 12:50:42.300000	24434	70.7	136.9	-89.9	0	NA	-21.2057784277983	55.2780334850155	321264.496541742	7654106.29572526	40	K	1497.56	484.76	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	4
20240809004A	2024-08-09 12:50:52.300000	24731	69.6	125.2	-89.9	0	NA	-21.2059715531463	55.2780804268377	321269.602572421	7654084.96731415	40	K	1758.69	277	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	5
20240809004A	2024-08-09 12:51:00.700000	24985	69.4	116.6	-89.9	0	NA	-21.2061403661749	55.2782043160455	321282.668023123	7654066.41744895	40	K	1653.37	401.08	NA	NA	NA	NA	NA	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	6
20240811001A	2024-08-11 05:26:48.800000	446	80	139.4	-90	0	NA	-20.9705249149223	55.1751854214639	310287.95841215	7680032.98585358	40	K	1705.22	358.62	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	1
20240811001A	2024-08-11 05:27:06.200000	967	80	124	-90	0	NA	-20.970825765058	55.1752079889672	310290.684967716	7679999.70416759	40	K	1762.83	486.8	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	2
20240811001A	2024-08-11 05:27:20	1378	80.1	121.8	-90	0	NA	-20.9710193995422	55.1751338864673	310283.22361575	7679978.17817351	40	K	1618.81	519.92	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	3
20240811001A	2024-08-11 05:27:34.600000	1818	80	121.8	-89.9	0	NA	-20.9712116372844	55.1750440130055	310274.120527814	7679956.78811192	40	K	1492.07	629.38	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	4
20240811001A	2024-08-11 05:27:52.600000	2356	80.1	121.8	-89.9	0	NA	-20.971439741371	55.174937955272	310263.379779546	7679931.40792822	40	K	1394.14	626.5	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	5
20240811001A	2024-08-11 05:28:07.400000	2800	80	124.5	-89.9	0	NA	-20.9716330097419	55.1748849358801	310258.110428032	7679909.94745304	40	K	1597.21	558.81	NA	NA	NA	NA	NA	Aug-11th-2024-09-23AM-Flight-Airdata	RGB	1	6
